epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,val_Valence_CCC,val_Valence_Pearson,val_Valence_R2,val_Valence_RMSE,val_Arousal_CCC,val_Arousal_Pearson,val_Arousal_R2,val_Arousal_RMSE,val_CCC_mean
1,0.10155725134064525,0.4078225655614257,0.5417945921857181,0.14419757568089453,0.21758147754052734,0.7024257170039053,0.7169849607869406,0.5004808266177532,0.1948771729273185,0.5551241412826655,0.19881477029216554,0.26965527234489,-0.03631448882685162,0.2507454815887025,0.6101919531064388,0.6294119446677257,0.35718022154809936,0.22180939707411348,0.4045033616993022
2,0.05478630901619037,0.4923420543589472,0.581323757729427,0.32424336147414246,0.19334383374861766,0.7437677230436546,0.7696648533401786,0.5923016193551158,0.17605743999027607,0.6180548887013009,0.2381460960370515,0.3169944102866039,0.029437954762271068,0.24266044107318144,0.6457812497240841,0.6797073834382249,0.45869476108766416,0.20354312647096495,0.4419636728805678
3,0.04443451198255686,0.5370651050191245,0.6262681123950073,0.38536958884417605,0.184392047937947,0.7359424600767989,0.7938452373752101,0.6158706814713203,0.17089274164768295,0.6365037825479617,0.2933217692864681,0.36268717378842596,0.10470331170708358,0.23306165160187528,0.6111808209771828,0.6736746034353434,0.45178623257032824,0.20483789060341898,0.4522512951318255
4,0.04018529859899376,0.5677285502033568,0.6719579082355819,0.4186660916985012,0.17932795382634803,0.7531704704302545,0.7981885493087282,0.6193658026008582,0.17011350444900708,0.6604495103168057,0.28949804799101836,0.39678828862564386,0.07581740325650366,0.23679156277811578,0.626033740216247,0.6786225137158278,0.4370289005893062,0.20757659142391507,0.45776589410363266
5,0.035337323237056004,0.5863496497530883,0.6785075213305175,0.3837688278473578,0.18463200975665792,0.7675368081463145,0.8107406116351219,0.5688345596830959,0.1810534733988821,0.6769432289497015,0.28546366584097593,0.3716437333473827,-0.06083709179422003,0.2536948662127162,0.6376360207873946,0.6891222063652068,0.3391141948851215,0.22490470341622848,0.46154984331418525
6,0.0342857233046936,0.6221346508152654,0.7172908983682755,0.46537637708764534,0.17197259225105269,0.8006753737652562,0.8313826430282916,0.6771893755154271,0.15666024426104086,0.7114050122902609,0.3470458637299669,0.4389984501446421,0.18000057938602498,0.2230458275909813,0.6750630533553115,0.7121294684919225,0.49836941137705293,0.19594190746796658,0.5110544585426392
7,0.031216455473294182,0.5739872761979052,0.7100597402127423,0.3415817428391206,0.19084733412265237,0.8035530509555406,0.8412365064737115,0.661899490521389,0.16032741927356878,0.6887701635767229,0.2776553130437211,0.4084711671752656,-0.08570611501850434,0.2566513025438812,0.6736374260852566,0.721110022918395,0.4615127972240797,0.20301261214733354,0.4756463695644888
8,0.03186659484861359,0.6955863776867308,0.7486281005190621,0.5481156141427145,0.15810617534188792,0.7905913268392176,0.8519729924123911,0.6465563212151927,0.16392492694606642,0.7430888522629742,0.3378196328770411,0.3916500472540179,0.1193962618179959,0.2311413221299466,0.6775212348216064,0.7405800948083477,0.4792974669496103,0.19963200615031315,0.5076704338493238
9,0.03006983192182631,0.7078453109778317,0.7642919681398869,0.5682481003836808,0.1545440516705697,0.8487620691085644,0.8587751449485916,0.7355025292291113,0.14180634098493983,0.7783036900431981,0.3234631466007645,0.3875645046871732,0.124625806076475,0.23045397340651477,0.7053770221519771,0.7248227493415207,0.514134231557897,0.1928383811294442,0.5144200843763708
10,0.02900549809744556,0.6963575318320083,0.7624272608703769,0.5655798010273863,0.15502087021670308,0.83374399003229,0.8382828061346399,0.6889138441469931,0.1537889853150666,0.7650507609321492,0.29966686141411586,0.3656772107532123,0.06876535450594301,0.23769327432065654,0.7087947737686708,0.7170179027254812,0.48936050203602366,0.19769356274946165,0.5042308175913933
11,0.027681351718728854,0.7216855484217528,0.7674320179627406,0.5829312656923213,0.1518934275978822,0.8136913936864003,0.8202876212610695,0.6563271532569963,0.1616432223569847,0.7676884710540766,0.31505160637193524,0.3806894687228774,0.08181339718669944,0.23602217415492882,0.6745929934574584,0.6809192058999615,0.4225332978794505,0.21023198912247615,0.49482229991469684
12,0.02681296918764367,0.7430728795383512,0.7916303548682373,0.5956934037785211,0.14955143301456558,0.8188583966260178,0.8664410410091384,0.6987342432737484,0.1513421065349722,0.7809656380821846,0.3418831369275226,0.3959517050301698,0.01624809935807281,0.24430374417397474,0.6438568213474857,0.7102013756254787,0.4426433983089698,0.20653891950522268,0.49286997913750413
13,0.025973827148946475,0.7658587406672246,0.7992230425267062,0.6337635339659208,0.14233639356522393,0.8554585693312786,0.8732448253387777,0.7512459328228953,0.137521304869932,0.8106586549992516,0.3443653725235941,0.39897843246855347,0.12124575779160573,0.2308984662206282,0.6847948742232957,0.711747360360147,0.48934455369796437,0.19769664991679403,0.5145801233734448
14,0.025424064373091068,0.7454482555441347,0.8151031749125677,0.5758653454376053,0.15317470221583546,0.8316791247240585,0.8715745428839029,0.688553704089532,0.15387797923598517,0.7885636901340967,0.3255966332345092,0.40287139082909873,-0.05261752101902184,0.2527101165730466,0.663226701016083,0.7102287582420587,0.4082925365742043,0.21280844069776886,0.49441166712529616
15,0.02435748097551171,0.8130326740404965,0.8303498410989048,0.6803461074361574,0.13297658149423044,0.8612123063785334,0.8789340379434917,0.7604173618087391,0.1349623279694523,0.8371224902095149,0.3395894228481582,0.38555518465178157,0.027315318467534655,0.24292564747981896,0.7012639493107498,0.7308689798815121,0.5165693018884492,0.1923545387947505,0.520426686079454
16,0.023885395699760056,0.8065215088028207,0.8337093846971791,0.6873668522557321,0.13150815264215412,0.875556882689232,0.8888578417744663,0.7864831071015165,0.12740926485009343,0.8410391957460264,0.39106456459859446,0.44323284615176894,0.1699680776689354,0.2244061363223672,0.7023769094967863,0.724678682414309,0.5222120868063997,0.19122862637368215,0.5467207370476904
17,0.02329802000680552,0.824892533084468,0.8321818946093981,0.6857016595470014,0.13185791656366305,0.8783572812939,0.8805459685392035,0.7726496114182322,0.131471839599651,0.8516249071891839,0.3244392978333826,0.3484662887198142,0.0038141380574503447,0.2458428136174885,0.7084459371294207,0.7170819754088211,0.49081543272448425,0.19741172438168997,0.5164426174814016
18,0.022897415702158266,0.7706502620336048,0.786611053231553,0.6140943711742946,0.14610858069674762,0.8748939566600981,0.886174945562025,0.7695707618572021,0.13235906217874563,0.8227721093468514,0.32349305442423903,0.34793602280503755,0.00148689866557572,0.24612980891793096,0.6908770012333849,0.7129982769181823,0.47078583007040364,0.201257029333725,0.5071850278288119
19,0.021623994253816142,0.8139310371812523,0.8341700940857574,0.6858007800767378,0.13183712285354685,0.8670273115901723,0.8835226885663654,0.7762272504046459,0.13043330189359054,0.8404791743857123,0.34458378133916423,0.37105460904091575,0.04175461451262752,0.2411158160881784,0.6895491477742806,0.7171371545732715,0.5128979672976437,0.19308355969274796,0.5170664645567224
20,0.02053458720428466,0.8290413853608359,0.8458183091930824,0.7013508831362847,0.128533336975812,0.8493768289109344,0.8837866665555293,0.7478030914415021,0.13846970554976332,0.8392091071358851,0.3284175455943507,0.37808085586167833,0.022484011041678298,0.2435282038592244,0.6453064245017627,0.6880941177137978,0.4597019174810254,0.20335368141185164,0.48686198504805667
