epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,valid_Valence_CCC,valid_Valence_Pearson,valid_Valence_R2,valid_Valence_RMSE,valid_Arousal_CCC,valid_Arousal_Pearson,valid_Arousal_R2,valid_Arousal_RMSE,valid_CCC_mean
1,0.6652339148792582,0.342714095068905,0.355898706587006,-0.7792409494025323,0.31987154488575276,0.6425379381568991,0.6575650219400174,0.12971547576276654,0.26335009218302863,0.49262601661290206,0.35713276759679224,0.3662584238786821,-0.6478629532548001,0.3110742930954576,0.6474772414175355,0.6608978722109593,0.20325145235050468,0.2534933521451345,0.5023050045071639
2,0.5817632710069995,0.4153356124095059,0.42662551795483233,-0.21805926533104825,0.2646625149206087,0.6807520561560827,0.7095941691355976,0.2579960914123348,0.2431677301103812,0.5480438342827942,0.3731366312603939,0.39783657331858846,-0.27670304919870814,0.2738095084566246,0.66314798113323,0.697427625539772,0.2556563770119952,0.24501499842045038,0.518142306196812
3,0.550459081848429,0.42631101137180444,0.4421137017474467,-0.4739679673341355,0.29114024819227047,0.6953585875927795,0.7078759922381691,0.2601647018337754,0.2428121242065264,0.560834799482292,0.4003883239772892,0.4088482585631523,-0.49956536092707027,0.29674695945069224,0.6794021538467456,0.6896028925383828,0.22916288842100663,0.24933729402041627,0.5398952389120174
4,0.5319930198268923,0.4710487566377301,0.47454281243349705,-0.13576204230698607,0.25556530836772606,0.7318716213856158,0.7457181027384,0.35875090535460397,0.22605609795576848,0.601460189011673,0.4460221624787449,0.4464886298893502,-0.15616993594013961,0.26056400076360087,0.7138866978416599,0.7222251352091751,0.33593537825282127,0.23142544423299308,0.5799544301602024
5,0.5093622570190494,0.4946570426882108,0.4972323205293487,-0.05492049949088407,0.24630208658949598,0.7549316125340051,0.7597821668591807,0.45069854168653145,0.20922241961968496,0.624794327611108,0.4370329365260686,0.44140134909532613,-0.1519432361078612,0.26008728268841863,0.7452446023738242,0.7495483441654929,0.43118152107367425,0.21418683951304146,0.5911387694499464
6,0.4962588862250006,0.5390298667425671,0.5482408506347156,0.12159698443521472,0.2247528120433672,0.776741000351308,0.7798000824299087,0.5605980867778175,0.18712586293208563,0.6578854335469375,0.4453188297823064,0.45847270159418096,-0.023984578905196008,0.24521683680995457,0.7233439340848157,0.7299093940006347,0.47398686866725825,0.20597012245615776,0.584331381933561
7,0.4675716811001753,0.5457667097803761,0.5584133301526666,0.2272532670895102,0.21080301301942433,0.775951682892631,0.7786292735763181,0.5804941850935375,0.18284026281475885,0.6608591963365036,0.41172409562852424,0.4277100765545828,0.04697418615423843,0.23656795185629265,0.7568288271158224,0.7623855748090821,0.5590341440901063,0.18858555135803676,0.5842764613721734
8,0.4670931843267134,0.5697105708566489,0.5702834106860221,0.10112032527693071,0.22735735353043085,0.7887335868265508,0.7972778913806645,0.5201351433923894,0.1955520246887418,0.6792220788415999,0.43749198718596227,0.43750978442948124,-0.1348830133132517,0.2581541586759893,0.7482853841905628,0.7554662935337716,0.4415769228299067,0.21222063659484464,0.5928886856882625
9,0.4424024077905962,0.5775821771435831,0.5866342504479518,0.0023823770517534815,0.23951917182929033,0.7879486402325617,0.8082638891807703,0.5371900084426643,0.19204553193848564,0.6827654086880723,0.41797881287816957,0.4243542611201109,-0.2988348272711152,0.2761725694137086,0.7523087498459686,0.7800134426214106,0.47233384627403074,0.20629350426495685,0.5851437813620691
10,0.42639935046760796,0.5625132670029176,0.5971744718663361,0.0955409832787194,0.22806186501946005,0.7793394733348248,0.8022683827279239,0.5557741858358736,0.18815022426809988,0.6709263701688712,0.40366571366453147,0.42302567007182124,-0.15400583485990316,0.2603200267015266,0.7479161166439215,0.7643279531124978,0.5140532401202953,0.19797040866628168,0.5757909151542265
11,0.4235141977554826,0.5935060356611669,0.6299710838044794,0.09873708578603924,0.22765855532544735,0.80370826467335,0.8158087098535817,0.5670796711072064,0.18574059574728757,0.6986071501672584,0.36377924107243803,0.38450144943143805,-0.30749156871136285,0.2770913868408368,0.7553677911576853,0.7640792926162976,0.48292575533869586,0.20421253068813808,0.5595735161150617
12,0.38289787797939906,0.6895093978411725,0.696063679597198,0.36269712450143676,0.19143932935182775,0.8208638690525044,0.8310251564498514,0.6133989493117209,0.17552313182121906,0.7551866334468385,0.4360645797621067,0.4410381139896071,-0.06884668425496132,0.2505308921537473,0.7698085285225122,0.7749508937505748,0.5242905176645054,0.195874020792617,0.6029365541423095
13,0.38331132291140635,0.7027772366079583,0.7103051167896816,0.30466216005658875,0.19996599904257062,0.8165831299443325,0.8364476687628576,0.5813282866894736,0.1826584021200087,0.7596801832761454,0.44890070480460825,0.4504251059191222,-0.1786306997510798,0.26308279808983853,0.7623881191020522,0.7787588652533185,0.475452829918784,0.20568291015248122,0.6056444119533302
14,0.36595856224476236,0.7285957563461298,0.7336489441452737,0.45241156213704936,0.17745382296427145,0.8263527910150391,0.8401975590336486,0.6332691136430906,0.17095294563269198,0.7774742736805844,0.43828347764487025,0.4488390722161627,-0.016778423275306764,0.24435247293451184,0.7601328737423461,0.7798861728378659,0.5167359709257293,0.19742319198413366,0.5992081756936082
15,0.3584012317125197,0.7324619481157697,0.7546935889843268,0.4393964096842351,0.17955031136735103,0.8427473063993287,0.849650186419808,0.6566654880922416,0.16540992880631403,0.7876046272575492,0.4286451902571655,0.4471376802481449,-0.09405158015905224,0.25346761400385676,0.7695690836912071,0.7751662983441107,0.5233200206848891,0.1960737207123249,0.5991071369741863
16,0.3384125053681741,0.753939942126075,0.7632956256899558,0.4948389758759154,0.1704406346653183,0.8527374764761025,0.8547527468712504,0.6855981086826813,0.15828706241690094,0.8033387093010887,0.4046946498157088,0.41514548281492464,-0.10152323963948762,0.25433165064254665,0.7948956326319883,0.794946627804195,0.586510991103357,0.18261561876466514,0.5997951412238485
17,0.33041414939865105,0.7849979927326637,0.7936470978967012,0.541147193459022,0.16244072583227798,0.864240578190539,0.8682509235411844,0.7267637706377956,0.1475611346659222,0.8246192854616013,0.4298372730308641,0.4366844669134779,-0.05790946017640164,0.24924578814743456,0.7840400381158614,0.7905722256598533,0.5944404641041028,0.18085613392990837,0.6069386555733628
18,0.3196232577734066,0.7903963176672354,0.8076007034177517,0.5507958174368743,0.16072377370716426,0.8671130911967406,0.8702711273551803,0.7383893588929664,0.14438781584391466,0.8287547044319881,0.3988913605744693,0.40919137271344863,-0.14816805434030655,0.259660750149127,0.7803713168196464,0.7856910288031731,0.5868322193304281,0.18254467045926637,0.5896313386970579
19,0.30701558222867104,0.8168380414085723,0.8201662340981143,0.6128525199825194,0.14920948917818377,0.862540566658612,0.8691121744117809,0.7147700467570188,0.15076495752456462,0.8396893040335922,0.43257708591408545,0.43398067087813796,-0.0735458733979395,0.2510810182429361,0.7762921425638762,0.7846725750134157,0.5584295464457967,0.18871478962374505,0.6044346142389808
20,0.2865894225182007,0.8283863164473169,0.8343653423591102,0.6479739889110183,0.14228057199302555,0.8751263008988182,0.8810262908708684,0.7347310221504547,0.14539386324391046,0.8517563086730675,0.39028915822698307,0.397701595834345,-0.11683680754096937,0.25609343008480523,0.7847843502037363,0.7923445726409116,0.5673322365909497,0.18680272339668988,0.5875367542153597
21,0.2808346542221413,0.8463990040555049,0.8465922103523261,0.6916995152192483,0.133151274872455,0.885938856783655,0.8874839947366927,0.7724354942096942,0.13466511504307344,0.86616893041958,0.4439845741801099,0.4508470700589566,0.051429423055129875,0.23601434621405978,0.7818320552591924,0.7866120374006101,0.5970001877194073,0.1802844860405743,0.6129083147196511
22,0.27028776131564064,0.8507026077024018,0.8635438835519353,0.672922064762854,0.13714622213968233,0.8822444214212268,0.8887181011486774,0.7343910699623195,0.14548699727123282,0.8664735145618143,0.4460327466182528,0.4550135080626493,-0.05439117986879283,0.24883098570707618,0.7935685137494195,0.7957392140473772,0.5596288678640182,0.18845833725438846,0.6198006301838361
