epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,valid_Valence_CCC,valid_Valence_Pearson,valid_Valence_R2,valid_Valence_RMSE,valid_Arousal_CCC,valid_Arousal_Pearson,valid_Arousal_R2,valid_Arousal_RMSE,valid_CCC_mean
1,0.677861403700817,0.3578249575320504,0.3761987773068407,-0.14232436580917374,0.47241343822670423,0.5494666113682831,0.5522974169684399,-0.00022071753872965338,0.25723640954320887,0.4536457844501668,0.2775778863084418,0.29738079504854564,-0.23580966728413788,0.49994944287497883,0.5810195574836303,0.584571502290361,0.06791838223683289,0.2453623299384919,0.4292987218960361
2,0.6151689642883209,0.40760049397815307,0.4235504747533275,-0.06906365070023712,0.4570137897291916,0.563285802436568,0.5664885734882696,0.023121372199910284,0.254217135218283,0.48544314820736056,0.328766579914697,0.3466806612919334,-0.16567001556416416,0.48555463850233976,0.5739330842121599,0.5779828835495269,0.03918456242560342,0.24911558685900084,0.4513498320634285
3,0.6029185276433646,0.4261429609003019,0.42687350884423253,-0.12027874482534262,0.46783269629248275,0.5717113650425427,0.5800524406964741,0.08947800882700818,0.24543118031065822,0.4989271629714223,0.34047396954886333,0.34204651120076124,-0.24007757603147684,0.5008119946081917,0.5925744123113076,0.605029732700122,0.12266892167780752,0.23804697799275773,0.46652419093008546
4,0.5945383183927421,0.4438595127160573,0.44859774324042745,-0.16904929777032773,0.477907598329084,0.5847628347630375,0.5860049491805424,0.11398127871134611,0.24210623022822095,0.5143111737395474,0.3614797718131878,0.3662252887190472,-0.2889310498936044,0.5105815736881102,0.5903480834795726,0.5914874836791874,0.12678108865848015,0.2374884438837099,0.4759139276463802
5,0.5682831520057586,0.46320480183468116,0.4644451350807947,-0.0018914242492267253,0.44242315904980617,0.5580803276157713,0.5744083146261703,0.0790200750550194,0.24683662412018625,0.5106425647252262,0.38263785787504173,0.385925911392735,-0.09937944279085542,0.4715460384144923,0.5713515513125359,0.5949404166768353,0.08954643887987368,0.2424989234675834,0.4769947045937888
6,0.5628330736275179,0.4670581792029221,0.47831109129224136,-0.06924456248886823,0.45705245706416947,0.5993941172694573,0.6001819221847767,0.16832635739500945,0.23456379813539188,0.5332261482361897,0.37930305266188513,0.3909685895536117,-0.19298819927273314,0.4912113221855254,0.6016942697173299,0.6042415011252682,0.16665062281061693,0.23200346602007021,0.4904986611896075
7,0.550122033400708,0.47166123065997395,0.4717618684635322,-0.06131291653512827,0.4553540962143974,0.5784279248368351,0.585918631058112,0.1203947717652214,0.2412283894365548,0.5250445777484045,0.3740357451607812,0.37441688448101706,-0.2052576290465562,0.49373082152048026,0.5837590983869466,0.5969792096934149,0.114762029712415,0.23911726374807882,0.4788974217738639
8,0.5439881820276559,0.4823847394655029,0.4881514259812185,0.03964660861490943,0.43315472879899797,0.6039360170185193,0.6097024339972947,0.18792143487244073,0.2317840461834074,0.5431603782420111,0.3885812823172308,0.39533420293200056,-0.08459285696906704,0.46836417062099,0.6021204505883058,0.612137165600244,0.1744596085755169,0.23091390141272355,0.49535086645276827
9,0.5367579659783697,0.4903819366068652,0.4929940607435125,0.07088524126550089,0.4260516015717618,0.6007723218038337,0.6106488923319805,0.16207119791636393,0.235444242932024,0.5455771292053494,0.40084651327241755,0.40541029621285435,-0.04753261786675589,0.46029268388197403,0.5819335162913328,0.5977510552989344,0.10957420910070326,0.2398168978431153,0.49139001478187516
10,0.5255790425352304,0.49070249601462823,0.4999101084271967,0.029746209159189796,0.43538172620656046,0.6150471790954198,0.6188555932152323,0.24516316532621263,0.22346579591057986,0.5528748375550241,0.3774969402206146,0.3862476522841541,-0.13539128499628617,0.47920691112555885,0.5911026167436144,0.5985009217204872,0.1934005596255437,0.22824952040657231,0.4842997784821145
11,0.5331999353615634,0.5087089592346379,0.5093388353803928,0.020959293147380098,0.43734875797907685,0.6230079644785862,0.6310880571152473,0.25834924291929695,0.22150535931797202,0.565858461856612,0.38178600434827364,0.3829490865601422,-0.17619159236932846,0.48774107369427055,0.5745013540735974,0.5873000675908111,0.1562217690267843,0.23345064265220034,0.4781436792109355
12,0.5235832701964551,0.4923522328692121,0.4939315669710467,-0.05597124039826795,0.45420673318975296,0.6255754166151771,0.6284564351952062,0.276015319175823,0.21885133725946912,0.5589638247421946,0.3777498511453784,0.37879246168550235,-0.23306913099411153,0.4993947902968943,0.5759966785064461,0.5822921076007879,0.1748871721172287,0.23085409625149017,0.47687326482591225
13,0.5140471678900431,0.5248610358921508,0.5339403863513583,0.004307842938547579,0.4410522743709612,0.6316285858116434,0.634820631515767,0.21644409256770358,0.22767718378864832,0.5782448108518972,0.4087742714239766,0.4184667028273927,-0.17453701640327335,0.48739789462749994,0.5803518236822236,0.5860991161295971,0.11213769119388783,0.2394714398406615,0.4945630475531001
14,0.5072005867958069,0.5245215060143393,0.5339547827137758,-0.01505782033018721,0.44532073126990424,0.6363791577154176,0.6392996417498141,0.20283365762043493,0.22964605706412364,0.5804503318648785,0.4114133521223233,0.42105019347111794,-0.1929471237367697,0.49120286571377614,0.5774769392801795,0.5792392458770714,0.08360235629901291,0.24328923758320598,0.4944451457012514
