epoch,train_loss,train_Accuracy,train_Precision,train_Recall,train_F1,train_Confusion_Matrix,valid_Accuracy,valid_Precision,valid_Recall,valid_F1,valid_Confusion_Matrix
1,1.2618877582433747,0.6795511891340528,0.46178981865350516,0.6795511891340528,0.5498966886404884,"[[12658     0     0     0]
 [ 1979     0     0     0]
 [ 2631     0     0     0]
 [ 1359     0     0     0]]",0.6421185904199198,0.41231628416286475,0.6421185904199198,0.5021760140446713,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 871    0    0    0]
 [ 469    0    0    0]]"
2,1.1067388777325793,0.6795511891340528,0.46178981865350516,0.6795511891340528,0.5498966886404884,"[[12658     0     0     0]
 [ 1979     0     0     0]
 [ 2631     0     0     0]
 [ 1359     0     0     0]]",0.6421185904199198,0.41231628416286475,0.6421185904199198,0.5021760140446713,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 871    0    0    0]
 [ 469    0    0    0]]"
3,1.016529059991604,0.6795511891340528,0.46178981865350516,0.6795511891340528,0.5498966886404884,"[[12658     0     0     0]
 [ 1979     0     0     0]
 [ 2631     0     0     0]
 [ 1359     0     0     0]]",0.6421185904199198,0.41231628416286475,0.6421185904199198,0.5021760140446713,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 871    0    0    0]
 [ 469    0    0    0]]"
4,0.9486985272023736,0.6795511891340528,0.46178981865350516,0.6795511891340528,0.5498966886404884,"[[12658     0     0     0]
 [ 1979     0     0     0]
 [ 2631     0     0     0]
 [ 1359     0     0     0]]",0.6421185904199198,0.41231628416286475,0.6421185904199198,0.5021760140446713,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 871    0    0    0]
 [ 469    0    0    0]]"
5,0.8976462443427342,0.6795511891340528,0.46178981865350516,0.6795511891340528,0.5498966886404884,"[[12658     0     0     0]
 [ 1979     0     0     0]
 [ 2631     0     0     0]
 [ 1359     0     0     0]]",0.6421185904199198,0.41231628416286475,0.6421185904199198,0.5021760140446713,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 871    0    0    0]
 [ 469    0    0    0]]"
6,0.8473502637409582,0.6848123691415687,0.5610768046588487,0.6848123691415687,0.5647501188692127,"[[12628     0    30     0]
 [ 1969     0    10     0]
 [ 2503     0   128     0]
 [ 1338     0    21     0]]",0.6505591897024688,0.5311542808456816,0.6505591897024688,0.5221147167836258,"[[3043    0    0    0]
 [ 356    0    0    0]
 [ 831    0   40    0]
 [ 444    0   25    0]]"
7,0.826698251432035,0.7008106512052397,0.5579191180726384,0.7008106512052397,0.6062860666959979,"[[12459     0   199     0]
 [ 1873     0   106     0]
 [ 2036     0   595     0]
 [ 1120     0   239     0]]",0.6801012871913906,0.5517911172105128,0.6801012871913906,0.5861425735272242,"[[2998    0   45    0]
 [ 349    0    7    0]
 [ 646    0  225    0]
 [ 373    0   96    0]]"
8,0.8288681897811774,0.7133193751006603,0.5780009475211888,0.7133193751006603,0.6376078046985195,"[[12053     0   605     0]
 [ 1725     0   254     0]
 [ 1397     0  1234     0]
 [  867     0   492     0]]",0.6876978265456848,0.5611200836434349,0.6876978265456848,0.6174422004967874,"[[2842    0  201    0]
 [ 306    0   50    0]
 [ 454    0  417    0]
 [ 218    0  251    0]]"
9,0.7960547532250242,0.7116014387716755,0.5889973868137781,0.7116014387716755,0.6443042744096132,"[[11723     0   935     0]
 [ 1587     0   392     0]
 [ 1099     0  1532     0]
 [  687     0   672     0]]",0.6862207216712387,0.575048872155412,0.6862207216712387,0.6253001961464467,"[[2763    0  280    0]
 [ 265    0   91    0]
 [ 382    0  489    0]
 [ 144    0  325    0]]"
10,0.7988435160822984,0.711010898158587,0.5926455300473417,0.711010898158587,0.6458143359576587,"[[11638     0  1020     0]
 [ 1542     0   437     0]
 [ 1025     0  1606     0]
 [  644     0   715     0]]",0.6910740662587044,0.5847881082691403,0.6910740662587044,0.6323690318633087,"[[2751    0  292    0]
 [ 250    0  106    0]
 [ 347    0  524    0]
 [ 124    0  345    0]]"
11,0.8005090970091704,0.708380308154829,0.5991221297249747,0.708380308154829,0.6472870258995098,"[[11474     0  1184     0]
 [ 1447     0   532     0]
 [  910     0  1721     0]
 [  563     0   796     0]]",0.7018358303439545,0.6049635721694268,0.7018358303439545,0.6464612316691054,"[[2723    0  320    0]
 [ 224    0  132    0]
 [ 268    0  603    0]
 [ 103    0  366    0]]"
12,0.7848452000719744,0.711010898158587,0.6043246992581249,0.711010898158587,0.6508178579888442,"[[11447     0  1211     0]
 [ 1419     0   560     0]
 [  834     0  1797     0]
 [  532     0   827     0]]",0.7104874446085672,0.6188464687906304,0.7104874446085672,0.6564428935052833,"[[2717    0  326    0]
 [ 195    0  161    0]
 [ 221    0  650    0]
 [ 101    0  368    0]]"
13,0.7822771808359681,0.7117624953025179,0.5968513032001324,0.7117624953025179,0.6481307484648576,"[[11588     0  1070     0]
 [ 1512     0   467     0]
 [  961     0  1670     0]
 [  588     0   771     0]]",0.7018358303439545,0.6005010709444177,0.7018358303439545,0.6447420945779059,"[[2739    0  304    0]
 [ 229    0  127    0]
 [ 284    0  587    0]
 [ 120    0  349    0]]"
14,0.7772660395357667,0.7128898910184142,0.6021673065949446,0.7128898910184142,0.651037370572411,"[[11540     0  1118     0]
 [ 1444     0   535     0]
 [  892     0  1739     0]
 [  546     0   813     0]]",0.7069001899134839,0.6117972118309033,0.7069001899134839,0.6519293413365103,"[[2727    0  316    0]
 [ 199    0  157    0]
 [ 248    0  623    0]
 [ 111    0  358    0]]"
15,0.7811154665016546,0.7143930853062759,0.5984414479256984,0.7143930853062759,0.6502290161477694,"[[11628     0  1030     0]
 [ 1512     0   467     0]
 [  952     0  1679     0]
 [  584     0   775     0]]",0.6946613209537877,0.5939492583367469,0.6946613209537877,0.6382482245294673,"[[2737    0  306    0]
 [ 225    0  131    0]
 [ 316    0  555    0]
 [ 113    0  356    0]]"
16,0.7801027826783133,0.7163257636763838,0.6047939119627778,0.7163257636763838,0.6539802472438823,"[[11570     0  1088     0]
 [ 1456     0   523     0]
 [  858     0  1773     0]
 [  535     0   824     0]]",0.7045790251107829,0.611324881340763,0.7045790251107829,0.6505596071956358,"[[2726    0  317    0]
 [ 189    0  167    0]
 [ 258    0  613    0]
 [ 103    0  366    0]]"
17,0.7656087860828493,0.7163257636763838,0.5984717649461214,0.7163257636763838,0.6512590831609387,"[[11678     0   980     0]
 [ 1538     0   441     0]
 [  966     0  1665     0]
 [  578     0   781     0]]",0.6963494408102975,0.5949364392814261,0.6963494408102975,0.6396171459294344,"[[2746    0  297    0]
 [ 219    0  137    0]
 [ 317    0  554    0]
 [ 115    0  354    0]]"
18,0.7606973148337225,0.7177215869436839,0.5983832674018588,0.7177215869436839,0.65192792234964,"[[11706     0   952     0]
 [ 1584     0   395     0]
 [  968     0  1663     0]
 [  566     0   793     0]]",0.6904410213125132,0.5887260921088391,0.6904410213125132,0.6338946407791611,"[[2749    0  294    0]
 [ 219    0  137    0]
 [ 348    0  523    0]
 [ 107    0  362    0]]"
19,0.7558691008243619,0.7177752724539647,0.5981309042316305,0.7177752724539647,0.6518495377979417,"[[11721     0   937     0]
 [ 1563     0   416     0]
 [  982     0  1649     0]
 [  579     0   780     0]]",0.6917071112048956,0.5884875688043611,0.6917071112048956,0.6344266715505469,"[[2752    0  291    0]
 [ 223    0  133    0]
 [ 345    0  526    0]
 [ 116    0  353    0]]"
20,0.7623143460510707,0.7185805551081763,0.6142894608006434,0.7185805551081763,0.659035384525555,"[[11499     0  1159     0]
 [ 1384     0   595     0]
 [  745     0  1886     0]
 [  425     0   934     0]]",0.7123865794471408,0.6262800334814763,0.7123865794471408,0.6603992645673823,"[[2718    0  325    0]
 [ 174    0  182    0]
 [ 213    0  658    0]
 [  76    0  393    0]]"
21,0.7566951675931128,0.7187416116390186,0.6003510535707233,0.7187416116390186,0.6533497689794125,"[[11692     0   966     0]
 [ 1557     0   422     0]
 [  935     0  1696     0]
 [  571     0   788     0]]",0.6965604557923613,0.5964704829705816,0.6965604557923613,0.6403803888606366,"[[2743    0  300    0]
 [ 222    0  134    0]
 [ 313    0  558    0]
 [ 103    0  366    0]]"
22,0.7642953288627834,0.7189563536801418,0.6174864440554162,0.7189563536801418,0.6603807283914912,"[[11451     0  1207     0]
 [ 1355     0   624     0]
 [  690     0  1941     0]
 [  416     0   943     0]]",0.7140746993036505,0.6307900128455604,0.7140746993036505,0.6627494835677394,"[[2706    0  337    0]
 [ 169    0  187    0]
 [ 193    0  678    0]
 [  76    0  393    0]]"
23,0.7495988701901785,0.7226606538895152,0.5956476356851444,0.7226606538895152,0.6529662771229807,"[[11897     0   761     0]
 [ 1635     0   344     0]
 [ 1067     0  1564     0]
 [  645     0   714     0]]",0.6895969613842583,0.5772475971051246,0.6895969613842583,0.628067553206613,"[[2782    0  261    0]
 [ 267    0   89    0]
 [ 385    0  486    0]
 [ 130    0  339    0]]"
24,0.7608778436736363,0.7213722016427766,0.6039653837670634,0.7213722016427766,0.6563623401660479,"[[11705     0   953     0]
 [ 1555     0   424     0]
 [  899     0  1732     0]
 [  514     0   845     0]]",0.6965604557923613,0.5978567329849357,0.6965604557923613,0.6410766830938277,"[[2750    0  293    0]
 [ 210    0  146    0]
 [ 320    0  551    0]
 [  91    0  378    0]]"
25,0.7499648461618075,0.7202448059268803,0.6202547399284476,0.7202448059268803,0.6621427552269687,"[[11445     0  1213     0]
 [ 1363     0   616     0]
 [  660     0  1971     0]
 [  367     0   992     0]]",0.7085883097699937,0.6256858465620817,0.7085883097699937,0.6581417902436308,"[[2711    0  332    0]
 [ 162    0  194    0]
 [ 224    0  647    0]
 [  67    0  402    0]]"
26,0.7441970709620452,0.7215869436838998,0.6060631624867844,0.7215869436838998,0.6573712700917435,"[[11670     0   988     0]
 [ 1539     0   440     0]
 [  860     0  1771     0]
 [  496     0   863     0]]",0.699092635577126,0.6026382039117589,0.699092635577126,0.6444264853289916,"[[2748    0  295    0]
 [ 199    0  157    0]
 [ 306    0  565    0]
 [  86    0  383    0]]"
27,0.731369687108005,0.7244859612390616,0.5977510522578229,0.7244859612390616,0.6549354882121389,"[[11894     0   764     0]
 [ 1657     0   322     0]
 [ 1030     0  1601     0]
 [  618     0   741     0]]",0.6927621861152142,0.5784663015358992,0.6927621861152142,0.6302248915639339,"[[2805    0  238    0]
 [ 276    0   80    0]
 [ 393    0  478    0]
 [ 112    0  357    0]]"
