epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,valid_Valence_CCC,valid_Valence_Pearson,valid_Valence_R2,valid_Valence_RMSE,valid_Arousal_CCC,valid_Arousal_Pearson,valid_Arousal_R2,valid_Arousal_RMSE,valid_CCC_mean
1,0.8974766899938108,0.1750996576591694,0.19658779149682917,-0.9696880786283557,0.34271462015556753,0.4437560714742767,0.4558231655117267,-0.42025796993009745,0.3334884489815876,0.30942786456672305,0.1346673455917425,0.14950323734247387,-1.2413659725162942,0.3428217274865933,0.4684878414965032,0.47657366486653546,-0.2816235709010253,0.3295872355725521,0.30157759354412284
2,0.7399588069083753,0.2484926984096587,0.2681343071731579,-1.02518631971019,0.347509271570725,0.4906676616887244,0.5259102961170201,-0.5338718897616817,0.3465706035026176,0.3695801800491916,0.21010371591201876,0.22888234719369818,-1.3543831746766908,0.35135854868927435,0.5193427727969793,0.5500758312365414,-0.3838427517876086,0.3424786574806315,0.364723244354499
3,0.7072477016455966,0.28437269861823244,0.29819303749716203,-0.9296704183602758,0.33921533178055524,0.5167208436778968,0.5555185165512141,-0.4409150417249508,0.33590492065905536,0.40054677114806464,0.24017777234327184,0.25689811029603354,-1.2870016933947617,0.34629418181560395,0.539956290204798,0.5748163055345661,-0.3160329220815863,0.3339823510708699,0.3900670312740349
4,0.6803725041077633,0.30192427811552464,0.32560627287837624,-0.9163105702954257,0.33803903336132973,0.5465672593392017,0.5807940477999916,-0.2655696539058938,0.3148039729555772,0.4242457687273632,0.24841897744309513,0.27119411422805456,-1.2657309659223381,0.34468002989257224,0.5590517718715562,0.5894782687073172,-0.18103207951247957,0.31638871732157686,0.4037353746573257
5,0.6651501634603372,0.32664938230520346,0.3468467608498249,-0.8202497624695171,0.3294574973585925,0.5760963920054692,0.6003319274396492,-0.16685491679487474,0.30227735169375264,0.45137288715533636,0.2639862631179466,0.2845066155081846,-1.1814698756803286,0.3382100914678353,0.5844071908512001,0.6043120591381268,-0.09725389205300305,0.30496058054180647,0.42419672698457334
6,0.6423707953121656,0.3450449309769837,0.36030697129536376,-0.7330501242928307,0.32146927108080636,0.592403860902396,0.6156756379746529,-0.1004315858146756,0.29354771362631177,0.46872439593968984,0.2829175471059905,0.30032909788784906,-1.0871784074513013,0.3308199856089119,0.5996127482789544,0.6194994976311392,-0.04459872460077463,0.2975533789186917,0.44126514769247244
7,0.637440728127432,0.3506794727016776,0.3784210320271189,-0.7131324745916772,0.3196166369250468,0.6144171470241148,0.6359727164656365,0.005219086707795917,0.27910068367858143,0.4825483098628962,0.280257651304039,0.305820647429593,-1.0713516643055727,0.32956332103766756,0.6114439812983066,0.62998158003509,0.031090001970679015,0.2865707493911126,0.4458508163011728
8,0.6155362091630785,0.37434410177630334,0.38977276883113726,-0.5757252230840202,0.3065308200392321,0.6368765342646279,0.6524947446759619,0.10967435982023388,0.2640411518748273,0.5056103180204656,0.29536295791671535,0.31136165979112385,-0.928420348737107,0.3179895181183746,0.6224604016513551,0.6358815833750926,0.1053642169697041,0.27536787496630705,0.45891167978403524
9,0.6133099549676666,0.39208626992314416,0.407033859004723,-0.5304218481426042,0.30209217920847736,0.6544591964449603,0.667576964078115,0.17114823217391117,0.25476256477163295,0.5232727331840522,0.3068605652341604,0.32214862066801336,-0.8879914165633223,0.3146385699983458,0.6371950270454608,0.647924556247417,0.15848110053422215,0.2670681375388938,0.4720277961398106
10,0.5876888610925143,0.40223668218236613,0.41976891763868984,-0.49548734833815766,0.2986243897210358,0.6637579530891803,0.677391092640071,0.1766814888453383,0.25391076758156045,0.5329973176357732,0.31471391030670204,0.3310462282156902,-0.8446031841639947,0.3110021768100252,0.6459481345339293,0.6571021540091991,0.1580594345475449,0.26713504004477207,0.48033102242031567
