epoch,train_loss,train_Accuracy,train_Precision,train_Recall,train_F1,train_Confusion_Matrix,valid_Accuracy,valid_Precision,valid_Recall,valid_F1,valid_Confusion_Matrix
1,1.2736343338892058,0.6240174299384825,0.5614483287143991,0.6240174299384825,0.5690858710373766,"[[14025  1422   178   223]
 [ 1696   408    77    41]
 [ 2318  1052   166    53]
 [ 1132   550    59     8]]",0.6229247615683504,0.5662273034312957,0.6229247615683504,0.5756370486579853,"[[3379  408   35   52]
 [ 409  112   26   30]
 [ 442  259   33    8]
 [ 314  144    8    3]]"
2,0.959919854805067,0.674213943950786,0.5652994563319469,0.674213943950786,0.5850807308481839,"[[15285   305   205    53]
 [ 1982    84   139    17]
 [ 2943   212   404    30]
 [ 1494   126   120     9]]",0.6723772518544684,0.5520362439169058,0.6723772518544684,0.5855862275501109,"[[3707   91   61   15]
 [ 498   30   31   18]
 [ 613   54   67    8]
 [ 398   34   34    3]]"
3,0.880212434313514,0.6898069036226931,0.5786350971063831,0.6898069036226931,0.596982280836842,"[[15510    76   247    15]
 [ 2013    28   175     6]
 [ 2914    47   601    27]
 [ 1503    44   194     8]]",0.6866831508300953,0.5666989306876079,0.6866831508300953,0.5967668281321685,"[[3753   31   82    8]
 [ 519   14   38    6]
 [ 600   16  119    7]
 [ 397   11   59    2]]"
4,0.8596992654266296,0.6956596035543404,0.5895142275065756,0.6956596035543404,0.6074651865989256,"[[15462    32   340    14]
 [ 1979    16   223     4]
 [ 2752    14   797    26]
 [ 1427    19   294     9]]",0.6939244083362769,0.5846482320387739,0.6939244083362769,0.6081253572350673,"[[3740   14  117    3]
 [ 519    6   50    2]
 [ 550    5  180    7]
 [ 379    6   81    3]]"
5,0.8355963135307486,0.7019822282980178,0.6085576019692063,0.7019822282980178,0.6203740609968991,"[[15354    19   461    14]
 [ 1925     8   283     6]
 [ 2510     1  1054    24]
 [ 1311     5   417    16]]",0.6985164252914164,0.5822970441074505,0.6985164252914164,0.6177162350785662,"[[3709    5  159    1]
 [ 502    2   70    3]
 [ 489    3  242    8]
 [ 360    5  102    2]]"
6,0.8129455938741759,0.7059979494190021,0.6243529987890388,0.7059979494190021,0.6280760166469365,"[[15277    13   546    12]
 [ 1882     8   329     3]
 [ 2339     0  1225    25]
 [ 1263     3   467    16]]",0.7025785941363476,0.5960761267934396,0.7025785941363476,0.6251867627278948,"[[3685    3  185    1]
 [ 496    1   79    1]
 [ 444    0  289    9]
 [ 344    3  119    3]]"
7,0.8115940682299725,0.7095437457279562,0.6373126039594287,0.7095437457279562,0.633308959200556,"[[15257    10   572     9]
 [ 1862     8   349     3]
 [ 2237     0  1327    25]
 [ 1233     2   497    17]]",0.7054044507241257,0.6094047631081502,0.7054044507241257,0.63001132185086,"[[3677    4  192    1]
 [ 491    2   82    2]
 [ 420    0  312   10]
 [ 328    2  136    3]]"
8,0.7796352748553474,0.7132177033492823,0.6471089238647699,0.7132177033492823,0.6392036071411623,"[[15226    10   602    10]
 [ 1839     8   374     1]
 [ 2119     1  1438    31]
 [ 1188     0   538    23]]",0.705757682797598,0.6189226266268523,0.705757682797598,0.6323219341297168,"[[3658    3  212    1]
 [ 489    2   84    2]
 [ 397    0  333   12]
 [ 314    1  151    3]]"
9,0.7787057856073627,0.7169771018455229,0.6632140239442641,0.7169771018455229,0.6436127944094631,"[[15274     9   554    11]
 [ 1831    15   374     2]
 [ 2081     2  1465    41]
 [ 1183     1   536    29]]",0.7059342988343341,0.6143902117181647,0.7059342988343341,0.6327766765926596,"[[3661    3  209    1]
 [ 491    2   80    4]
 [ 396    1  330   15]
 [ 313    1  151    4]]"
10,0.7580382788142601,0.7194976076555024,0.6801325668820339,0.7194976076555024,0.6475926316182716,"[[15260     6   571    11]
 [ 1818    14   388     2]
 [ 2011     1  1527    50]
 [ 1166     0   542    41]]",0.7066407629812786,0.6081298152025513,0.7066407629812786,0.6347024956412888,"[[3656    4  213    1]
 [ 491    1   80    5]
 [ 386    2  336   18]
 [ 313    0  148    8]]"
