epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,valid_Valence_CCC,valid_Valence_Pearson,valid_Valence_R2,valid_Valence_RMSE,valid_Arousal_CCC,valid_Arousal_Pearson,valid_Arousal_R2,valid_Arousal_RMSE,valid_CCC_mean
1,1.0870733130268935,0.050123602721813564,0.050562327260373234,-0.7894152329144459,0.4121699241867804,-0.10041017092815098,-0.10873694463116593,-0.6759222640974019,0.4457750036080897,-0.025143284103168708,0.02255508646486467,0.02264244074115608,-0.9027797701731366,0.4238221340741476,-0.10093416200434939,-0.11800843090698014,-0.6733873693921004,0.4912850687383495,-0.039189537769742364
2,0.9375850391097185,0.2432840931989609,0.24715358901205442,-0.47162815831521687,0.3737832001028757,0.19609632574741195,0.20998948418496205,-0.2776878264641385,0.38922538369249293,0.21969020947318643,0.22389518404401887,0.22498988795911024,-0.5522582212044105,0.3827994944590224,0.19058595892972174,0.21551967646169248,-0.2670495734025766,0.427496068771101,0.2072405714868703
3,0.794716832114429,0.36709704530827136,0.37250999027510895,-0.36357410559539916,0.35979912761373095,0.39672005659649756,0.40143917683448804,-0.10268696477359174,0.36158873946928655,0.38190855095238446,0.3517971437568234,0.3539523083493697,-0.433160125306963,0.3678211766747987,0.40636153994301755,0.4199022339366362,-0.032692892156915176,0.3859409981849015,0.3790793418499205
4,0.6980222507220942,0.4306273427053445,0.43825554702458575,-0.3628648344068828,0.35970553961298507,0.47896917949378004,0.4798278128218041,-0.07995104552728538,0.35784158729078147,0.45479826109956223,0.41540807276959385,0.42325542298738666,-0.4441648842210728,0.3692306642112437,0.4996722334747536,0.5025242553811956,0.03172816180192495,0.3737093572388244,0.4575401531221737
5,0.6580549493068601,0.45996593082838483,0.4723459588477469,-0.38410222137035777,0.3624973333923615,0.5161877843427002,0.5201271834124981,-0.09673008848731457,0.3606107392233752,0.48807685758554253,0.44228583520592313,0.45702520268458496,-0.48118929390894327,0.373933740088252,0.5435069160091248,0.5453533370597877,0.04216798870208094,0.37168924561747135,0.492896375607524
6,0.6365744195333342,0.4768239609258135,0.49388769259362825,-0.4093341209477035,0.36578653673365347,0.5369920211336267,0.5450126867305174,-0.10534172429091426,0.36202374691253997,0.5069079910297201,0.4560778021174192,0.477330518345494,-0.5247557289133273,0.3793931698709447,0.5659734169843144,0.5699499858132167,0.044497557526566256,0.3712369727816201,0.5110256095508667
7,0.6111087660963942,0.4903442983662443,0.5112668904083495,-0.42044682471160844,0.3672258320132652,0.5508554952741035,0.5626986424727586,-0.12213866975830778,0.3647640603056987,0.5205998968201739,0.464371662638027,0.491191798028101,-0.5613154142539964,0.3839146588334379,0.5820040200848869,0.5876678762328233,0.04273272893280711,0.3715796549911754,0.523187841361457
8,0.5951814887727179,0.4998918736631728,0.5243505042534395,-0.43239587464154905,0.3687671816013197,0.562115478695351,0.57707062080794,-0.12934151144279848,0.36593287090089577,0.5310036761792618,0.4706083772669985,0.5021742788492101,-0.5913964585447138,0.38759535597266914,0.5938838677252766,0.6012607711397765,0.04247091187818941,0.37163046589981047,0.5322461224961376
9,0.593406856786914,0.5082794073528819,0.5341168965027775,-0.41801147448055387,0.36691089337679766,0.5714580231879505,0.5893285199384498,-0.1317728502617994,0.3663265642352559,0.5398687152704162,0.47606000588862973,0.5079914236828119,-0.5836290488032254,0.38664829638655696,0.6041102034049581,0.6134701167049881,0.04489687264599018,0.3711593926412611,0.5400851046467939
10,0.6051203586706301,0.5174823735531954,0.5441660388004576,-0.3960576658094388,0.3640595367913991,0.5814492506097525,0.6008784203798098,-0.11681924521191922,0.3638984632443007,0.5494658120814739,0.4811914535687314,0.5144847315611067,-0.5787996475151158,0.38605828903572154,0.6115592817100561,0.621786396806369,0.055214803852733474,0.369149140579228,0.5463753676393938
11,0.5838246923394319,0.5280026476053447,0.5549148935670887,-0.36145874810789413,0.35951993516426856,0.590102957287879,0.6104599138566585,-0.09802637684293303,0.36082378957209266,0.5590528024466118,0.48705488147187703,0.520064647044957,-0.5562531784623148,0.38329177239160045,0.6185920560250909,0.6294733416711404,0.06850078976088525,0.36654438186948307,0.552823468748484
12,0.585270089710631,0.5361479064226913,0.5633772907107499,-0.3376354115089182,0.3563605430192573,0.597338192791379,0.6179168312394001,-0.07870675342069688,0.3576353798925789,0.5667430496070351,0.4905808058417661,0.5243477553765714,-0.5490542384016319,0.3824042262865949,0.6251194603081563,0.6360846152607442,0.08459524332664659,0.3633640054427265,0.5578501330749612
13,0.5594899240063458,0.5442637824218957,0.5703269493150949,-0.29993455406492053,0.35130269167220757,0.6056326302106158,0.6266802043924188,-0.05651867258960941,0.3539381409858687,0.5749482063162556,0.4936823106167265,0.5272878040509759,-0.5254076903777058,0.37947427246556253,0.631681536551276,0.642865931006286,0.10086866034782549,0.36011970819380973,0.5626819235840013
14,0.561078544433524,0.5528045362316195,0.5788806549845763,-0.2716590722960066,0.34746101206810576,0.6137961575449157,0.6346661991679287,-0.029642653705748367,0.34940735256136163,0.5833003468882676,0.49760289132953966,0.5311014300670179,-0.5115529983543734,0.37774703203862325,0.6378888261737313,0.6488929659043369,0.1204867751919928,0.35616932143885777,0.5677458587516355
15,0.5304662163664655,0.5612813933932449,0.5877603265867597,-0.24758212694150017,0.34415596836733614,0.6225858794037331,0.6433044278593025,-0.007503102503045422,0.3456304311136759,0.5919336363984891,0.5011979775755907,0.5352140973707569,-0.5032553029959874,0.37670878089177723,0.6448149773148584,0.6554729327378916,0.13580549578965773,0.35305394764291875,0.5730064774452246
16,0.5372452950332223,0.5674896058174755,0.593433576243624,-0.22222058517719523,0.3406399107775603,0.6299622026917304,0.6503523699622817,0.01965120205701487,0.3409408874730045,0.5987259042546029,0.5044203669669576,0.5375524272117487,-0.48305380781061746,0.37416901905904004,0.6508954284787859,0.6614163995610173,0.1566749669717563,0.34876493785326906,0.5776578977228717
17,0.5443854978898677,0.5750719630945033,0.599057168515161,-0.17692800349346238,0.3342686762920232,0.6389545508358074,0.6576291460595345,0.059177637060906396,0.33399702071734877,0.6070132569651554,0.5085267188662644,0.5377635078919057,-0.4381479192414297,0.368460680499318,0.6561734395572718,0.6654680902240487,0.18262732669641446,0.3433565834553031,0.5823500792117682
18,0.5349968431926355,0.5823271824447656,0.6056276519305739,-0.14813623391289177,0.33015467010529803,0.6461512400254429,0.6640540750703618,0.0834731492936428,0.3296562949911747,0.6142392112351043,0.5117651756624205,0.5401784545640258,-0.4182615782273098,0.3659043226209479,0.6617815931815713,0.6705384128649136,0.19935865959614352,0.33982421880419816,0.5867733844219959
19,0.5267633730318488,0.5903804946034804,0.6125266368548288,-0.11415892944605588,0.325232775946711,0.6517668608247922,0.6687480128978657,0.10686543542164895,0.32542223648669166,0.6210736777141364,0.5148133616817377,0.5421230893359938,-0.3940654306261919,0.362769653482572,0.6664054290763906,0.6746380920135557,0.21722920298549153,0.3360103301246214,0.5906093953790641
20,0.5309992883263565,0.5958547398134506,0.6184501820015571,-0.10323304481656637,0.32363416630424696,0.6587270482533659,0.675166718197026,0.13043530357654276,0.3210995720009737,0.6272908940334083,0.5170735283844754,0.5461861103471944,-0.39875657103805273,0.3633795151405516,0.6717784753092378,0.6796971025632577,0.2344147682347919,0.33230134220854085,0.5944260018468566
21,0.5282639944698753,0.6024393136138114,0.6237242229680356,-0.07101302615345118,0.3188732658753562,0.6654553588936796,0.6810662274791703,0.15531018733240576,0.3164735401332697,0.6339473362537456,0.5208824200632716,0.5478427040507223,-0.36694680415741643,0.35922386247463,0.6762538751033021,0.6837495482870505,0.24998352292589443,0.32890518813090674,0.5985681475832869
22,0.5327663385286564,0.608795115133525,0.6290526133702916,-0.03924724562521753,0.31410885116226855,0.6723363671221938,0.6869635371863154,0.1776584571792249,0.31225894793734854,0.6405657411278594,0.5243465228752395,0.5483597927548746,-0.33288819683169346,0.354720454558165,0.6810865161191746,0.6876720725496429,0.2653761738981826,0.3255126170277421,0.6027165194972071
23,0.5035801369969438,0.6147435574275615,0.6343792229375308,-0.021526794950049055,0.31141936493220207,0.6779092678919306,0.6923075432055538,0.19474718629442078,0.30899745500556164,0.6463264126597461,0.5256848641999065,0.5506145421043647,-0.3284196565709028,0.3541253508671873,0.6850333590392446,0.6915169935120795,0.277064079715892,0.32291277275405955,0.6053591116195756
24,0.5046556221275795,0.6201981839960433,0.6398314078823212,-0.0047236764967450995,0.30884747254256084,0.6833033431714026,0.6964394491185566,0.21880060780662025,0.30434749063627814,0.651750763583723,0.5284701503027774,0.5530255027898197,-0.3180671895621425,0.35274279022543137,0.6894258213984259,0.6953029733894338,0.2955574309994019,0.31875581622744126,0.6089479858506017
25,0.5104379305025426,0.625262036124176,0.6447614341598875,0.009708668185647196,0.306621230473014,0.6891786587082315,0.7015146503414036,0.23648939645450162,0.30088207354854224,0.6572203474162037,0.5305191105339664,0.5556884728448984,-0.3125024556614324,0.3519973821115121,0.6933284491917474,0.6983388010975927,0.30731963152258457,0.3160834532933025,0.611923779862857
26,0.47979408938710283,0.6295709976689906,0.6490231667837594,0.027046799339136007,0.3039251983956746,0.6931702567187377,0.7051647387666081,0.2514533483895188,0.297919007839602,0.6613706271938642,0.5346355400694841,0.5580117392964299,-0.29152869240901746,0.3491736000869614,0.6961225482790628,0.7013253492242768,0.3173191318418447,0.31379367674925934,0.6153790441742735
27,0.5015305745892409,0.6354996038436432,0.6545747440406247,0.04798864856812879,0.30063656228520697,0.6988420142335747,0.7102774052513475,0.27892826031242657,0.2924004350490231,0.667170809038609,0.5368719654365387,0.5592516221392964,-0.27572033503077575,0.34703007200131797,0.6974883410812233,0.7034939227121989,0.3323528814557508,0.31031931742682883,0.617180153258881
28,0.47648004169871166,0.6412382687223437,0.6592023201046631,0.0681364044679671,0.2974383109469011,0.7039900042941626,0.7147710595800605,0.2909446239917661,0.2899538328869195,0.6726141365082532,0.5382664437284026,0.5612333382070362,-0.2682402016933372,0.34601117801916514,0.7021628855643309,0.7071477689028629,0.34299520518386384,0.30783613052909475,0.6202146646463668
29,0.4933219195866003,0.6470983050782178,0.6634272819513102,0.0984462625934559,0.29256107449607965,0.7089373962121,0.7189732907859295,0.30326708816013115,0.28742327920908156,0.6780178506451588,0.5415648602951821,0.5621597404121993,-0.23701503535151214,0.3417250851342125,0.7066802625210529,0.7105942051578209,0.3530858347931526,0.30546302779295326,0.6241225614081175
30,0.4545793947650165,0.6525661707243077,0.6685739321695704,0.11365007827007745,0.2900837083391529,0.7135379225202882,0.7228697839933148,0.3208411947981399,0.2837752041477326,0.683052046622298,0.5431153908273186,0.5641965787192708,-0.23280965527677888,0.3411437230294782,0.7090803973468207,0.7127786431317218,0.36415613300745764,0.30283813653742314,0.6260978940870696
31,0.4651750991257226,0.6564191341562063,0.6721013438546893,0.12813703073728533,0.28770330403769395,0.7176536907165789,0.7260351818777145,0.33671505365264043,0.28043928254741524,0.6870364124363926,0.5451344411034572,0.5650022155533413,-0.21839656735934265,0.3391436614794192,0.7118091321791056,0.71511082498299,0.3738983071483677,0.30050919204492194,0.6284717866412814
32,0.45288223827757484,0.6600683015824584,0.6764535890829465,0.13139483472630353,0.2871652847585736,0.7221462564911494,0.7299894359499239,0.35279903590783235,0.27701823299895745,0.6911072790368039,0.5459404864892409,0.5674531035259811,-0.2278220712198431,0.3404529402304717,0.71419573851502,0.7175686325626499,0.384699079567032,0.2979058998212086,0.6300681125021305
33,0.4639375998479564,0.6640538845390926,0.6792288212497817,0.1501970500774552,0.28404022662940587,0.7266222590860865,0.7345003315409911,0.36026110678954304,0.2754166264033039,0.6953380718125896,0.5478308167321843,0.5685445007783017,-0.21012733309676968,0.3379908212922937,0.7180851638829784,0.7206827860805312,0.39168867447238875,0.29620901566704966,0.6329579903075813
34,0.4566186117689784,0.671021433237096,0.6849352753170929,0.17794040030340474,0.27936525149138847,0.7298499746628265,0.7367457150966576,0.3787351949234835,0.27141081717463156,0.7004357039499612,0.5498028640375282,0.5689759051290624,-0.1891889022290394,0.3350539907106181,0.7184790989259588,0.7215873722988345,0.40204383575974556,0.29367704085696966,0.6341409814817436
35,0.44799715062467066,0.6754575698540678,0.688828805458596,0.19404149860300024,0.2766158577963104,0.7330556822871103,0.7401315553109485,0.38552870487636226,0.26992280402606006,0.704256626070589,0.5513059094106937,0.569534040313198,-0.17748928242598883,0.3334017327797196,0.7201022155888017,0.72334894157655,0.4044014494406153,0.29309751607470813,0.6357040624997476
36,0.44434172641940234,0.6803560851128606,0.6929868711126754,0.21730539689023576,0.2725943831942574,0.7369234197824324,0.7438014257191543,0.3936029154268872,0.26814353425235127,0.7086397524476464,0.5537672513308813,0.5691105712386456,-0.15070513752106973,0.32958800471815847,0.7228946400991901,0.7255665996811422,0.40980596605295494,0.29176468858123145,0.6383309457150357
37,0.43068220847990457,0.6848665531372476,0.696965180503208,0.22721145591777592,0.27086386490445064,0.7403398804947163,0.7471788865629432,0.4016076054040647,0.2663678525942426,0.7126032168159819,0.5537072983295626,0.5706481846695791,-0.1550264070117946,0.33020627951710163,0.7244406016438071,0.7270430086615367,0.4141075663677215,0.2906994877932318,0.6390739499866849
38,0.4543743573310899,0.6874873989440539,0.6997927354679548,0.23267367180350573,0.2699049088135217,0.7430331286845883,0.7497921668703935,0.40701085193039777,0.2651625273710479,0.7152602638143211,0.5546182822724296,0.5715729277522154,-0.15442195475884724,0.3301198658869655,0.7267590769859874,0.7288289935844873,0.4190396971799628,0.2894733257840449,0.6406886796292085
39,0.4397446920232075,0.6908774039332242,0.7025847356725873,0.2524410679125081,0.26640566201032845,0.7468676527631123,0.7531532550477007,0.42176207946340705,0.26184365919799896,0.7188725283481683,0.5572972264302072,0.5710760830385639,-0.1259152024801844,0.3260184758935862,0.7272299581734301,0.7299499253307522,0.42479534000166763,0.2880358332346553,0.6422635923018186
40,0.43135071309601386,0.6953380723338367,0.7066283161264914,0.2600554415789661,0.2650454320174804,0.7497068103543219,0.7557470723255435,0.4278735735381989,0.2604562486250639,0.7225224413440793,0.5578918424470033,0.5738813790917635,-0.13508915752828043,0.3273439802975096,0.72945445104771,0.7313804112778529,0.4301586745637044,0.2866898336072254,0.6436731467473567
41,0.4203473013348696,0.6974607689160105,0.7087939670006148,0.2685825568467246,0.26351381591175926,0.7522033645620055,0.7581752801653459,0.4384452617858292,0.2580386879541723,0.724832066739008,0.5608811464681582,0.5753442632094505,-0.11924850813453425,0.3250518434018441,0.7298186314711024,0.732913189866157,0.43388477626802546,0.2857509867581412,0.6453498889696303
42,0.41967439615144964,0.7015358645364407,0.712846321819127,0.2830104154777412,0.26090184889214696,0.7557843988652221,0.7615141600711681,0.44715114679561396,0.2560306645638673,0.7286601317008314,0.5627076829579633,0.5758840014851416,-0.10497471932601932,0.32297249774307224,0.7318543649793489,0.7346394467924476,0.439551988943115,0.2843171047293986,0.647281023968656
43,0.3980912849670503,0.7059973973905899,0.7161715547621114,0.29873042526207005,0.2580258585800875,0.7583741473658759,0.7635343099482037,0.45413754227960135,0.25440778107106443,0.7321857723782329,0.563686193621705,0.5763870505839207,-0.09383402661575624,0.3213402193395801,0.7341381534464094,0.7359784497718058,0.4451902083043108,0.2828833460998493,0.6489121735340573
44,0.428252274670252,0.7096766422920847,0.7191150648461045,0.31077988888282393,0.2557995075487738,0.761015832062799,0.7661962339207549,0.4675531214792966,0.2512620620582642,0.7353462371774419,0.5639770975207131,0.57673346925589,-0.08922518326285589,0.3206625250826371,0.7332396507760611,0.7368775643316043,0.44975464941262755,0.281717296878382,0.6486083741483871
45,0.411709379495644,0.7140721517203923,0.7235407406829583,0.3227624039423712,0.2535661420837161,0.7628523622680546,0.7685276412101092,0.4753481723956796,0.24941603561924444,0.7384622569942234,0.5648021989146277,0.5771373465400231,-0.08506719875342239,0.3200498947909315,0.7332253775611648,0.7383556461151349,0.4520842360692039,0.2811203077702272,0.6490137882378962
46,0.4147316053873155,0.7140391549619982,0.7238102080212325,0.317935298974914,0.25446820148589994,0.7672897506641907,0.7718450091763904,0.4836245740455294,0.24744094184774537,0.7406644528130945,0.5661132576901999,0.5796964699687662,-0.08999150828454439,0.3207753064038404,0.7367837521786994,0.7397943712427822,0.45911855123368694,0.2793099228968365,0.6514485049344496
47,0.4321337941943145,0.7213997633649035,0.7285673449219697,0.3532973151569482,0.24778388919400585,0.7693099393247382,0.7728590566040722,0.49028113836287224,0.24584089550483063,0.7453548513448209,0.5676273597632585,0.5788978834470637,-0.05779879497593976,0.3160027813823404,0.7389910776540319,0.7403986121231827,0.4662184397879159,0.27747068428738136,0.6533092187086452
48,0.40393776210342963,0.722412913933366,0.7309548994957423,0.3493606779500201,0.24853690551280969,0.7722180926969324,0.7757757035574295,0.49997422499879673,0.24349215466789986,0.7473155033151493,0.569075768699486,0.5804121595985747,-0.06283142606346082,0.3167536039226363,0.7384120764129439,0.7407414139340708,0.46763600065283706,0.2771020006328384,0.6537439225562149
49,0.41680923504073447,0.7282508659535875,0.7344056630104759,0.3766862385541093,0.24326189803779324,0.7750439789988953,0.7782414758464422,0.5058593413607992,0.24205500768388205,0.7516474224762414,0.5689907699377,0.5791905097917288,-0.03884636219748594,0.3131590975644287,0.7395244514525889,0.7408473881394428,0.4709111691256709,0.27624830288455793,0.6542576106951445
50,0.39596818787295646,0.7317987211149709,0.7376844108154231,0.38639408004497044,0.24136011483987477,0.7772438226966196,0.7802290174931522,0.5125919656535698,0.24040036284685748,0.7545212719057952,0.570330149011681,0.5808677188121637,-0.034976401732780715,0.31257525564731015,0.7417178313532752,0.7430905052092112,0.4765558228696921,0.2747707557990178,0.656023990182478
