epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,val_Valence_CCC,val_Valence_Pearson,val_Valence_R2,val_Valence_RMSE,val_Arousal_CCC,val_Arousal_Pearson,val_Arousal_R2,val_Arousal_RMSE,val_CCC_mean
1,0.08969057257789347,0.37891488308229987,0.5018442346431802,0.24260885495977624,0.2083167950576673,0.6942530324480862,0.7312082695930239,0.5241994856495482,0.1922044525426332,0.5365839577651931,0.20905056048252854,0.2842127629952351,0.0525481441641672,0.22429326965104734,0.648521711853971,0.6695647855224639,0.42051295779668874,0.20103883065840925,0.4287861361682498
2,0.053380364560723856,0.42964489112517756,0.574525655590528,0.29180201223735547,0.201438054299347,0.7270764008730245,0.7642579425965194,0.5819690982908827,0.18015867704115013,0.5783606459991011,0.22732637832933283,0.3214656351705203,0.06330179820890913,0.22301676396448547,0.6628596112932613,0.6851358913802571,0.45959017222932086,0.19414209155369616,0.44509299481129705
3,0.042518385226756744,0.45100714536806,0.6466505318501572,0.1916195843515225,0.2152147661148826,0.7590331793606612,0.8023131649881391,0.6338667673662528,0.16860504506372537,0.6050201623643606,0.2353938632593445,0.3647411029136872,-0.08932276017406848,0.24050048440734706,0.6769771788969138,0.7076390797326214,0.49551653808558427,0.18757784914887363,0.45618552107812915
4,0.041822491870326106,0.5958810263635128,0.6651098926208397,0.4116270011239692,0.18360755221889918,0.7554122292270524,0.7877239848534369,0.5026401383297385,0.19651076999335065,0.6756466277952826,0.3317272915013783,0.38670491557042475,0.06899910994796332,0.22233749823593227,0.6840291093666466,0.7122100636899881,0.3049252368679528,0.22017796077206178,0.5078782004340124
5,0.036379547763942026,0.5746845348430365,0.6126832243773005,0.35707221315704996,0.19193106436253007,0.7557950652012325,0.8274451313688062,0.6422876865840441,0.1666548417580347,0.6652398000221345,0.2695424505946117,0.3136814548215746,0.0005680106417650377,0.23036382952786114,0.6733174905473972,0.7278025825074433,0.5096311423682395,0.184935176234075,0.47142997057100444
6,0.036014458254700704,0.6051768734180877,0.6978633937059385,0.44388076647860375,0.1785040735814008,0.7883685204353268,0.8287680764880895,0.6728925928572258,0.15936618627907317,0.6967726969267072,0.2600330539811648,0.33755690060097626,0.06693476837418788,0.22258386018848947,0.6651507754189802,0.7004771427719968,0.4785768132855466,0.19070112481803222,0.46259191470007244
7,0.032815792207275665,0.6804778239955503,0.7332376495319548,0.5320650992558383,0.16374079427352287,0.8255534145552158,0.8404067204387153,0.7045249470009867,0.15146468995050794,0.7530156192753831,0.33903775887203996,0.3922751387834396,0.11157649299388639,0.21719393170426693,0.7217846249091525,0.7287640718351076,0.5103994593035374,0.18479023990097912,0.5304111918905963
8,0.031175044395269885,0.6909612606530806,0.7404422362794286,0.5417169764836139,0.16204329237135684,0.8190254846036702,0.8468844548561237,0.6939665674417017,0.1541471243648178,0.7549933726283754,0.32657822457502517,0.3897871847916106,0.11440754232396333,0.21684760061252348,0.7064391571116174,0.7243532069508867,0.4873001097479128,0.18909920244305573,0.5165086908433213
9,0.030337360395710864,0.6951805149185414,0.7627801533351427,0.565981597607911,0.1576951170004894,0.8387816731220894,0.8635614856897667,0.720830278822777,0.14722621497011823,0.7669810940203154,0.2982858711259603,0.3653972549779284,0.10915075785688888,0.21749024073306555,0.7109684605831403,0.7279633203721927,0.4936066279067759,0.18793258664976892,0.5046271658545503
10,0.029173343880144958,0.7341022461992562,0.7604740709986288,0.5767699082337753,0.15572288568086515,0.8489892226468558,0.85813301885873,0.726674417711497,0.14567704774480186,0.7915457344230561,0.3681504902978832,0.4031423038401106,0.09550047191717692,0.2191501836042598,0.7048548927071459,0.7118493379667419,0.44953308769017897,0.19594026657798577,0.5365026915025145
