epoch,train_loss,train_Accuracy,train_Precision,train_Recall,train_F1,train_Confusion_Matrix,valid_Accuracy,valid_Precision,valid_Recall,valid_F1,valid_Confusion_Matrix
1,1.215191439384931,0.5247396204879441,0.3927403905327718,0.5247396204879441,0.403757959136386,"[[32954     0   684     0]
 [ 9664     0   320     0]
 [12753     0  3825     0]
 [ 8482     0  1408     0]]",0.5281401617250674,0.38398946927988026,0.5281401617250674,0.4104792088687868,"[[8761    0  308    0]
 [2501    0  109    0]
 [3253    0 1036    0]
 [2148    0  434    0]]"
2,1.111320166860908,0.5677414752461122,0.40538888306867094,0.5677414752461122,0.46674609011142193,"[[31034     0  2604     0]
 [ 8847     0  1137     0]
 [ 7819     0  8759     0]
 [ 6567     0  3323     0]]",0.5554177897574124,0.3953950599045149,0.5554177897574124,0.4604150238581554,"[[7980    0 1089    0]
 [2162    0  448    0]
 [1966    0 2323    0]
 [1515    0 1067    0]]"
3,1.069944099445175,0.5703096019403624,0.4061461924455647,0.5703096019403624,0.47376982211546315,"[[29599     0  4039     0]
 [ 8533     0  1451     0]
 [ 6204     0 10374     0]
 [ 5150     0  4740     0]]",0.567277628032345,0.40960899782105753,0.567277628032345,0.47566691515669385,"[[7632    0 1437    0]
 [2080    0  530    0]
 [1398    0 2891    0]
 [1288    0 1294    0]]"
4,1.0427929198426822,0.5587958339278071,0.42053584476406536,0.5587958339278071,0.4739828241171882,"[[25721     0  7917     0]
 [ 7148     0  2836     0]
 [ 3133     0 13445     0]
 [ 2647     0  7243     0]]",0.5540161725067385,0.42346887428971686,0.5540161725067385,0.4719025635330883,"[[6675    0 2394    0]
 [1847    0  763    0]
 [ 687    0 3602    0]
 [ 804    0 1778    0]]"
5,1.0245110665649044,0.5859609074047653,0.5028723448299097,0.5859609074047653,0.49608771689113795,"[[29602   163  3873     0]
 [ 8077   369  1538     0]
 [ 5396    83 11099     0]
 [ 4726     7  5157     0]]",0.5843126684636119,0.49156785012384047,0.5843126684636119,0.49739173769021966,"[[7790   79 1200    0]
 [2148  100  362    0]
 [1320   20 2949    0]
 [1330    0 1252    0]]"
6,0.9928313654556148,0.5879868740191183,0.511243194417991,0.5879868740191183,0.501481884155071,"[[28498   180  4960     0]
 [ 7733   415  1836     0]
 [ 4194    85 12299     0]
 [ 3994     0  5896     0]]",0.5831266846361186,0.4774150122707853,0.5831266846361186,0.49727791325411347,"[[7490   93 1486    0]
 [2077   68  465    0]
 [1003   27 3259    0]
 [1086    0 1496    0]]"
7,0.9799062806604192,0.5746896846911115,0.5012046649935079,0.5746896846911115,0.4894152519661687,"[[31777   647  1214     0]
 [ 8291  1173   520     0]
 [ 9061   187  7330     0]
 [ 7298    38  2554     0]]",0.5727762803234502,0.48612703170484456,0.5727762803234502,0.491627676144043,"[[8351  278  440    0]
 [2121  308  181    0]
 [2260   63 1966    0]
 [1979   12  591    0]]"
8,0.9694782807963536,0.595434441432444,0.5753052627301715,0.595434441432444,0.5196890334109437,"[[29806   665  3145    22]
 [ 7408  1274  1295     7]
 [ 5689   262 10596    31]
 [ 5402    46  4384    58]]",0.6004312668463612,0.5199494333767467,0.6004312668463612,0.5272058666802398,"[[7893  288  858   30]
 [2004  338  268    0]
 [1283  102 2901    3]
 [1410   41 1125    6]]"
9,0.9568298309384988,0.6079041232700814,0.6209363592115348,0.6079041232700814,0.5285710833814516,"[[28563   476  4589    10]
 [ 6985   856  2138     5]
 [ 3278   149 13148     3]
 [ 3601    32  6216    41]]",0.5888948787061995,0.6380732772207961,0.5888948787061995,0.5150605204078116,"[[7345  184 1540    0]
 [1856  239  515    0]
 [ 885   66 3338    0]
 [1077   30 1473    2]]"
10,0.9461676542716929,0.6154087601655015,0.6023521162344238,0.6154087601655015,0.5675346275838165,"[[26127  1219  5630   662]
 [ 5260  2130  2514    80]
 [ 1799   284 14326   169]
 [ 2582    45  6712   551]]",0.5642587601078167,0.5371894386051472,0.5642587601078167,0.5195717351377462,"[[6363  618 1907  181]
 [1450  432  726    2]
 [ 553   94 3568   74]
 [ 743   48 1687  104]]"
