epoch,train_loss,train_Valence_CCC,train_Valence_Pearson,train_Valence_R2,train_Valence_RMSE,train_Arousal_CCC,train_Arousal_Pearson,train_Arousal_R2,train_Arousal_RMSE,train_CCC_mean,val_Valence_CCC,val_Valence_Pearson,val_Valence_R2,val_Valence_RMSE,val_Arousal_CCC,val_Arousal_Pearson,val_Arousal_R2,val_Arousal_RMSE,val_CCC_mean
1,0.6783729510174857,0.29802749123517325,0.47323031463176335,-2.046832419397855,0.4123137948300364,0.6910107649392272,0.710279574517817,0.20469109033156574,0.24970362391356046,0.4945191280872002,0.27427381522348215,0.3853414219442985,-1.5040789472819953,0.38244305534419615,0.6415834140481779,0.6647567988130496,0.041799915555396305,0.25230602569489796,0.45792861463583
2,0.548287100814007,0.4704208905196818,0.5093363563135483,-0.5179376781623428,0.2910251701730812,0.6193753165835241,0.7697954878583286,-0.0588011286067085,0.2881138388988377,0.544898103551603,0.40055719868239437,0.41040824606738985,-0.49931737908530116,0.29593038433965785,0.5572503599129941,0.7141742652938926,-0.2876872308297995,0.292485751923562,0.47890377929769423
3,0.4935062844996099,0.5409441147002679,0.5549241577858822,-0.005917888894769074,0.23691079334833506,0.7434973997926198,0.7854235613866224,0.4459664078317477,0.20841307923295171,0.6422207572464438,0.38120013887014087,0.4114956352389991,-0.30145773305305146,0.2757133561449283,0.6648511636502367,0.7125469371165442,0.2384875490971623,0.22492515298825277,0.5230256512601887
4,0.47461560368537903,0.48825571930563416,0.5276013841921336,-0.2739794902089603,0.2666151349962996,0.7575543543725975,0.7846075886826429,0.4532466732751137,0.20703922744781725,0.6229050368391158,0.34989092252711695,0.3566333740594115,-0.4107059952475378,0.287052297130496,0.6657050244311792,0.6937323011220561,0.22869436972973567,0.2263668205940554,0.507797973479148
5,0.44915240202788953,0.5572739914647007,0.6044452315308677,0.0036668242612518664,0.23577941026447347,0.6885833785193362,0.7980078429973684,0.29086961049686944,0.23578706145780454,0.6229286849920184,0.293402689695025,0.35251299845891093,-0.607196335696478,0.3063918701175259,0.5699662648080838,0.6813367721621797,-0.04488354911500814,0.2634713920709114,0.43168447725155434
6,0.4255791350647255,0.6239178691680011,0.6322783638982283,0.10432856847877225,0.22355168225684158,0.8125725716772435,0.8192177892051298,0.5999818105584794,0.1770911227129165,0.7182452204226223,0.467418044554142,0.477771143923275,-0.12453924230525693,0.25628906595652323,0.7010149260041878,0.7088228646078137,0.35968174184917245,0.2062516649536683,0.5842164852791649
7,0.40062364328790595,0.6325574652750479,0.673634199618163,0.19677371495048224,0.21170081858081807,0.8022365340126103,0.8186424924746866,0.5782641336681229,0.1818348781408583,0.7173969996438291,0.3325450416722382,0.3944931472931121,-0.35243217660809245,0.28106095529300973,0.6762712060011239,0.6869304846928578,0.3093810197891095,0.21419965904327884,0.5044081238366811
8,0.3884361797460803,0.7094971688376934,0.710000233594733,0.3999820078906797,0.1829724561619389,0.8268203977889951,0.8293051715924111,0.6557360906319846,0.16428679962082796,0.7681587833133443,0.43314756033982243,0.4484811732131255,0.006007965472133336,0.24095404573398316,0.6770119322030572,0.6801059455513949,0.35794872543277223,0.2065305856255266,0.5550797462714399
9,0.39925894141197205,0.6583684343948091,0.6620609682927003,0.29087210840098954,0.1989142355314948,0.7889720210813527,0.8305496341883981,0.577630302286544,0.1819714676393163,0.7236702277380809,0.2643471196360057,0.26768481238660896,-0.35772910133663394,0.2816108179340618,0.6434553175382495,0.6787529764642424,0.27972488219111824,0.21875033478346548,0.4539012185871276
10,0.3679149988348837,0.6946944774095756,0.7039070269953742,0.3131168405225394,0.19576949280942801,0.8455428388875166,0.8456186498807238,0.6913340508448429,0.15556119925918457,0.7701186581485461,0.4241778972618046,0.44698167832814306,-0.16068976189234152,0.26037593798753356,0.6924142465566104,0.692821723820395,0.4013113836251523,0.19943437683574136,0.5582960719092075
11,0.3503978066146374,0.7210022254769652,0.7409072996004424,0.4378311960981076,0.17710749980270798,0.8394960260086373,0.8454377477849403,0.6632177731166329,0.16249182016693772,0.7802491257428013,0.42503653474843,0.4380830793004241,0.06954663427048813,0.2331256586887357,0.7003646882520163,0.703120643594727,0.38878045433014463,0.20151071182287025,0.5627006115002231
